  0.00    0.07    0.04    0.17    0.08    0.06    0.21    0.11    0.04    0.01    0.01    0.01    0.01    0.00    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.60   49.50   53.42   53.02   52.78   45.17   44.63   65.95   78.20   77.02   86.16   97.29   99.23   97.08   91.91   87.18   84.00   81.03   80.43   74.71   46.26   32.77   36.90   59.79   66.96   63.72   62.99   60.08   58.35   46.94   34.69   30.32   25.60    6.33    7.19    8.65    8.54    7.58    6.12    4.87  
 64.89   74.22   81.85   75.26   75.78   67.86   62.87   71.39   69.69   48.79   23.10   20.47   49.73   74.58   83.10   89.27   90.93   88.33   83.21   76.34   71.82   70.88   67.64   66.12   63.61   59.35   50.72   47.46   51.80   38.14   17.14    7.06    2.26    2.08    3.21    4.84    5.33    5.92    6.11    5.70  
  0.01    0.34    0.34    0.04    0.05    0.03    0.03    0.03    0.09    0.02    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.36   48.54   52.21   50.70   51.20   43.58   43.64   62.66   71.99   74.83   77.93   90.95   95.51   96.79   94.39   90.15   87.73   85.84   82.08   76.92   64.01   55.28   56.28   63.24   66.27   63.32   61.97   59.98   58.53   44.27   32.85   37.26   28.24    7.57    7.77    8.86    8.50    7.19    5.88    4.89  
 68.69   60.48   56.12   55.31   58.71   52.18   60.72   74.26   72.90   68.27   77.56   92.18   97.50   96.12   93.53   93.62   89.88   77.88   70.17   48.72   19.37   36.63   47.08   52.89   55.99   56.57   61.49   61.99   59.50   57.66   41.59   31.08   26.64    9.05    7.60    8.17    7.69    6.87    5.71    4.92  
  0.00    0.00    0.00    0.00    0.01    0.04    0.20    0.17    0.10    0.26    0.43    0.22    0.05    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.35   64.47   64.37   67.20   61.72   58.31   72.62   92.32   98.70   98.81   99.44   97.71   93.32   90.53   89.10   86.96   83.03   77.42   72.46   71.42   59.02   45.73   42.52   53.98   61.49   56.45   44.39   33.28   33.50   44.91   55.17   36.71    7.89    4.80    7.01    8.89    9.20    7.38    5.65    4.91  
 68.86   75.47   81.24   85.82   89.01   91.79   95.78   99.62   99.83   98.99   98.26   96.62   94.36   91.95   89.55   87.11   84.76   82.56   80.16   77.27   74.10   71.31   68.62   65.82   63.78   62.81   62.17   60.95   58.09   50.48   25.07   10.22    8.42    3.82    4.36    7.08    9.85    8.38    6.06    5.15  
  0.00    0.02    0.00    0.01    0.01    0.05    0.17    0.28    0.09    0.03    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.26   50.34   54.24   53.46   51.67   44.27   43.81   65.53   79.57   78.58   87.84   98.10   98.66   96.08   91.95   87.19   84.44   80.71   79.34   73.16   47.11   33.31   35.33   52.94   67.75   64.45   63.53   61.04   58.56   47.99   32.01   31.89   24.04    5.63    7.19    8.82    8.85    7.71    6.05    4.78  
 56.15   61.75   71.65   87.11   98.46   99.40   99.91   99.46   99.24   99.28   99.19   99.00   98.85   98.49   98.21   97.67   96.21   92.47   84.99   77.42   73.08   70.72   68.20   65.82   63.93   61.93   60.39   58.49   56.97   45.97   19.14    3.70    1.07    1.56    3.42    5.28    6.49    7.50    8.79    8.28  
  0.00    0.03    0.01    0.01    0.00    0.01    0.00    0.02    0.29    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 69.43   65.49   66.18   67.65   55.80   64.14   80.60   80.06   79.29   86.24   94.43   95.79   97.04   97.22   88.93   78.46   69.92   64.46   63.92   54.26   44.67   61.09   65.26   60.01   64.65   45.56   39.47   43.84   54.87   59.56   53.68   30.53   13.81    8.49    7.38    8.69    8.67    7.83    6.10    4.83  
 52.98   56.46   65.74   83.24   98.46   98.93   99.38   98.92   98.24   97.26   93.24   82.70   78.28   79.19   81.68   84.00   84.63   82.23   76.34   73.25   70.85   68.68   66.64   65.66   64.57   63.55   62.80   61.12   59.86   59.91   39.51    8.09    1.02    0.90    2.92    4.60    4.96    6.15    7.91    8.11  
  0.00    0.02    0.00    0.00    0.07    0.22    0.17    0.04    0.06    0.04    0.02    0.00    0.01    0.01    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.16   68.34   66.68   71.79   65.98   55.91   59.70   95.15   94.79   96.59   98.71   96.89   93.83   91.81   90.73   87.48   79.41   75.14   74.89   67.09   36.95   37.85   52.40   62.57   61.43   42.55   29.86   37.00   54.37   59.17   45.84   18.34    8.53    6.26    7.23    9.71    9.64    7.00    4.97    5.21  
 53.52   59.66   70.77   83.63   95.54   97.73   99.35   99.67   98.68   99.09   99.46   99.45   99.38   97.63   92.97   90.89   89.15   83.49   74.69   69.54   69.14   68.67   67.23   65.78   61.44   62.96   64.59   58.42   58.05   38.70   11.31    2.68    2.01    2.43    4.05    5.55    6.94    7.60    9.28    9.76  
  0.00    0.04    0.02    0.05    0.08    0.20    0.35    0.41    0.14    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.72   51.81   56.20   54.68   51.01   42.82   42.43   65.06   80.70   80.47   88.97   97.40   97.29   95.33   92.52   89.90   87.09   84.78   79.76   69.52   43.15   33.73   39.22   48.28   66.47   65.59   63.61   61.78   59.26   49.09   29.69   33.14   19.55    5.08    7.16    9.11    9.22    7.68    5.67    4.64  
 50.70   55.70   65.59   82.74   99.21   98.84   99.90   99.91   99.79   99.57   99.24   98.64   97.51   92.68   86.54   82.78   81.17   80.09   78.08   75.34   72.44   69.99   67.68   65.53   61.72   62.40   64.40   57.26   51.20   29.09    9.37    3.03    2.20    2.61    4.13    5.55    7.29    8.36   10.32    9.74  
  0.00    0.04    0.04    0.07    0.11    0.17    0.17    0.14    0.25    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.48   48.10   50.93   48.29   48.83   43.38   42.09   58.83   67.11   72.58   71.01   81.56   87.42   92.17   93.34   91.61   89.61   87.77   83.78   75.07   59.58   70.76   68.56   62.64   63.72   61.01   59.33   56.99   52.30   39.69   37.07   53.73   26.69    7.55    8.25    7.75    8.02    7.23    5.98    4.92  
 68.78   70.07   70.75   71.48   73.25   84.93   91.56   98.32   99.93   98.16   97.62   96.79   95.47   93.72   91.54   89.25   86.76   84.23   81.06   77.83   74.74   71.65   68.81   66.09   63.48   62.91   64.58   60.37   52.62   33.47   24.01   25.50   19.73    4.16    5.59    8.87    8.99    7.31    5.53    4.70  
  0.01    0.29    0.41    0.48    0.41    0.42    0.43    0.47    0.48    0.34    0.17    0.06    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.26   48.32   49.57   47.36   44.45   42.35   37.10   49.86   58.31   68.00   67.51   68.23   68.57   67.67   81.17   93.21   87.73   81.99   81.45   74.47   44.09   35.11   57.95   59.48   67.36   60.41   50.68   44.31   54.90   59.17   58.08   44.81   22.35   10.21    8.14    7.65    7.97    7.04    5.91    4.93  
 51.40   54.10   63.44   76.64   93.75   98.20   99.50   99.81   99.35   99.06   99.00   98.88   98.38   97.11   96.29   95.74   94.55   91.04   84.59   78.90   73.62   70.96   68.34   66.62   66.58   64.45   63.60   62.04   60.11   59.09   33.45    4.53    0.56    0.80    2.94    4.58    5.16    6.64    8.52    8.26  
  0.00    0.04    0.02    0.02    0.22    0.34    0.36    0.18    0.10    0.06    0.03    0.01    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.14   47.80   50.27   48.12   49.11   44.67   40.59   56.68   66.31   72.72   70.30   79.73   85.75   91.05   92.00   90.58   88.37   86.78   83.81   76.61   51.10   64.88   68.55   62.56   63.54   61.25   59.59   56.51   48.43   39.97   40.68   57.77   23.58    7.21    8.34    7.61    7.91    7.32    6.15    4.96  
 45.43   47.48   54.40   69.39   83.40   95.22   98.22   95.51   97.18   97.62   97.31   97.19   96.98   97.34   97.87   97.84   96.85   93.25   86.84   78.42   72.50   69.98   67.48   65.69   65.56   63.44   61.86   60.54   58.84   54.45   11.74    0.70    0.10    0.73    3.27    4.48    5.95    8.41    9.99    8.37  
  0.00    0.19    0.31    0.37    0.33    0.32    0.29    0.18    0.17    0.04    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.19   58.27   61.33   62.96   57.53   48.41   57.66   98.18   94.34   94.25   99.93   96.88   90.67   92.17   91.93   84.86   79.27   78.12   76.76   69.48   33.69   24.18   34.84   41.60   51.16   62.15   62.44   61.37   59.89   59.20   40.46   18.72   13.59    5.81    7.63    9.96   10.27    7.15    5.05    5.14  
 48.56   48.94   56.14   67.01   77.60   88.24   97.58   99.16   98.74   97.97   95.32   90.83   84.64   81.63   82.85   84.87   86.65   86.16   80.87   74.12   69.79   67.79   66.58   65.98   65.31   62.31   62.68   61.92   60.93   54.66   19.93    2.61    0.30    0.72    2.88    4.40    4.92    6.89    8.80    8.22  
  0.00    0.01    0.00    0.00    0.00    0.00    0.04    0.17    0.41    0.22    0.06    0.02    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.71   61.21   59.24   60.53   57.80   53.83   68.12   83.56   83.19   86.54   96.80   97.54   96.87   95.14   92.40   87.98   81.38   69.69   42.74   38.96   44.17   59.63   64.38   63.41   64.81   58.50   43.87   47.46   58.81   59.09   47.10   27.78   14.26    6.73    6.92    8.59    8.73    7.51    5.78    4.59  
 67.04   76.64   89.89   99.50   99.60   99.63   99.12   99.01   99.60   97.18   94.97   92.25   89.93   87.69   85.51   83.86   82.86   81.77   79.96   77.21   74.06   71.35   68.98   66.97   65.31   64.00   62.87   61.48   60.46   60.66   46.27   13.26    2.98    2.18    3.45    5.09    6.09    6.17    6.11    6.93  
  0.00    0.08    0.13    0.25    0.35    0.47    0.51    0.42    0.21    0.06    0.03    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 66.97   48.07   50.72   48.99   49.21   45.23   39.06   55.39   65.65   73.69   70.71   78.95   84.34   90.44   92.05   90.27   87.56   85.95   83.21   77.16   55.73   61.74   70.18   66.49   64.37   62.09   59.91   56.64   46.99   39.63   42.96   58.37   21.99    7.08    8.37    7.55    7.99    7.41    6.09    4.89  
 66.68   69.49   69.19   73.93   69.34   70.13   82.54   98.68   99.91   99.12   97.81   96.32   94.55   92.41   90.10   87.74   85.55   83.38   80.52   77.23   73.91   71.14   68.76   66.02   62.48   63.35   65.75   55.11   41.13   26.90   28.29   34.69   13.91    3.43    6.17    8.87    8.92    7.06    5.29    5.25  
  0.00    0.07    0.31    0.04    0.01    0.01    0.01    0.02    0.22    0.03    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.34   53.56   57.85   56.51   51.63   43.32   47.41   86.55   88.28   87.76   97.67   98.98   97.68   94.64   90.99   88.29   84.97   81.06   75.24   66.17   46.68   31.94   30.95   48.16   66.59   63.82   62.80   61.80   59.36   55.45   34.95   20.44   18.28    5.07    7.09    8.97    9.19    7.68    5.32    4.90  
 52.56   54.45   61.51   78.54   90.23   94.45   95.79   96.87   93.81   80.66   70.80   65.33   73.40   81.28   87.32   89.82   89.00   79.25   74.43   72.59   70.44   68.69   67.47   66.11   64.99   63.05   62.77   61.93   61.32   58.12   32.03    7.47    1.05    0.99    2.84    4.68    4.72    5.68    7.46    8.15  
  0.00    0.02    0.00    0.00    0.00    0.03    0.09    0.06    0.11    0.13    0.06    0.02    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 55.45   59.88   77.73   91.17   95.08   93.04   80.51   73.84   78.23   56.48   37.18   40.02   56.63   78.22   86.82   87.99   86.75   82.97   75.47   71.69   70.28   68.07   68.85   66.67   64.91   57.08   53.71   55.36   56.74   41.71   18.34    7.18    1.95    1.42    2.98    5.22    5.35    5.17    5.73    6.67  
 49.12   51.73   62.10   72.53   84.30   97.97   99.96   99.43   98.84   98.09   98.02   97.49   95.80   92.68   86.52   79.34   75.95   74.40   72.87   71.32   69.27   67.04   63.51   64.30   63.37   61.04   60.05   58.98   58.27   54.62   22.19    1.98    0.18    0.84    3.24    4.82    5.92    8.03   10.47    8.71  
  0.00    0.13    0.02    0.01    0.01    0.02    0.04    0.01    0.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 67.08   47.85   50.01   47.85   48.11   45.08   38.56   54.12   64.23   72.51   69.46   75.77   79.61   86.40   91.52   90.13   87.82   85.96   83.06   77.82   51.63   54.47   67.29   68.88   62.75   61.82   59.46   54.23   40.89   41.27   50.08   58.53   20.96    8.27    8.65    7.79    7.78    7.13    6.11    5.04  
 38.52   43.45   45.49   56.23   75.13   94.58   98.80   90.80   89.68   90.80   93.65   94.09   92.78   90.72   89.46   89.79   90.66   89.09   83.75   77.72   73.15   69.80   67.48   65.15   62.96   62.84   61.00   56.83   50.76   26.17    2.30    0.21    0.06    1.27    3.39    4.75    7.36   10.10    9.48    7.96  
  0.00    0.19    0.27    0.29    0.13    0.04    0.18    0.10    0.04    0.02    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 33.44   39.70   42.91   38.41   42.58   71.66   88.39   75.90   67.67   75.11   84.68   89.14   92.85   93.60   89.04   84.14   81.36   79.30   76.74   72.78   69.80   68.66   65.88   64.59   65.29   59.87   58.42   58.19   48.32   14.62    2.62    0.96    0.32    0.99    3.02    4.47    7.29    9.34    9.64    8.98  
 51.39   56.53   65.96   83.49   98.03   99.06   99.81   99.24   98.14   96.87   95.43   93.45   91.16   89.27   87.48   85.81   85.35   84.70   82.60   77.97   73.11   69.91   66.91   64.71   62.55   60.01   58.64   57.84   56.93   48.09   18.56    3.23    1.12    1.63    3.61    5.11    6.48    8.01   10.03    8.89  
  0.01    0.30    0.47    0.63    0.73    0.90    0.95    0.70    0.47    0.20    0.08    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
 68.60   64.32   62.23   64.41   59.45   58.89   73.60   87.82   90.60   95.26   97.09   97.11   96.10   94.33   92.54   90.40   86.87   60.37   44.64   56.75   65.79   68.20   64.52   61.70   64.64   58.12   39.40   36.20   46.41   53.73   51.67   31.23   10.96    6.59    6.87    8.82    8.92    7.20    5.88    4.98  
 71.51   75.58   88.22   86.76   84.78   81.16   85.73   96.96   97.86   96.16   97.79   98.21   97.49   95.97   94.73   93.04   90.30   86.56   82.16   77.65   73.64   70.47   68.88   66.70   65.04   63.67   62.82   59.21   53.35   58.18   40.93   12.24    3.49    2.65    3.81    5.17    7.24    7.86    6.47    5.51  
  0.00    0.06    0.05    0.30    0.22    0.04    0.04    0.02    0.01    0.01    0.01    0.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  
